id,comentario,clasificación
1411,"Tenían que dejar la aplicación anterior, está no sirve para nada, es que ni abre, al descargarla en intentar ingresar dice que presenta fallas,me tocó desinstalar la,las cosas se hacen para avanzar y mejorar no retroceder a algo que no es funcional y que no sirve en realidad...!!!",
1412,"La aplicación es buena, pero constantemente tiene problemas al momento de ingresar, luego si es que llegas a ingresar y quieres hacer transferencias pide token digital y tienes que salir de la aplicación y anotar. Espero solucionen pronto las fallas",
1413,"Si van a actualizar algo debe ser para mejorar, acabo de actualizar la aplicación que me iba de maravilla ya que la uso mucho y resulta que con esta nueva actualización ya ni siquiera me deja entrar y me sale error a cada rato cuando intento ingresar. Por favor corregir ya que en estos tiempos es necesario la app. Gracias!",
1414,"Horrible! Horrible! Me para botando de la aplicación cuando intento hacer transferencias y me tiene harta el mensaje de ""el teclado no cargó adecuadamente. Vuelva a intentar"". Desde que actualizaron la aplicación todo se ha venido abajo!",
1415,Nada intuitiva...que mala actualización....como la cuenta de destino aparece primero y la cuenta de origen después..es al reves..ni siquiera se les puede poner nombres a las cuentas para poder identificarlas..no puedo ver el detalle de mi tarjeta de credito..tengo que entrar en demasiadas opciones para verlo....por otro lado se cuelga a cada rato..dice que no tengo acceso a internet cuando si lo tengo..no llegan las notificaciones de las transferncias.. pésimo trabajo de UX.,
1416,"Un asco de aplicación. Cobran por todo. Por todo. Deberían de aprender del banco Interbank ellos si han sabido crear una app muy superior, de mejor interfaz, eficiente y sin rodeos enfocado en la atención al cliente y al nulo lucro de nuestro dinero por cada movimiento que hacemos. Ineptos y acaparadores.",
1417,"Terrible, no es la primera vez por eso público mi opinión. Quincena y fin de mes el sistema no me permite realizar desde mi aplicativo del celular pagos y/o transferencia a otras entidades y me da excusas ridículas: que no tengo internet, o que han tenido un pequeño inconveniente vuelva a ingresar, etc, etc. y la solución no es ingresar a la página de internet porque para eso está el aplicativo móvil, si no, mejor lo desinstalo. Que lástima.",
1418,"Dice que funciona en Android 7.0 y posteriores, dice la app que es compatible con mi celular y al entrar dice actualiza sistema operativo y no me permite usarla. Mala app para lo q ofrece, ni que tuviera hartas funciones multimedia para exigir tanto y no cumplir con las características que pide.",
1419,"Este aplicativo es una basura, me dió error para un pago de servicios, me pidió revisar mis movimientos y saldo disponible para ver si se había efectuado. No había ningún movimiento reciente y mi saldo continuaba igual, procedí a repetir el pago, todo fue ok. Luego de un raaato se descontó el monto una vez más, es decir, se descontó dos veces. Llamé al banco y me dijeron que no podían hacer nada por ser un pago de servicio. Son una porquería!! deberían responder por sus productos defectuosos!!",
1420,Pesimooo no puedo realizar mis pagos siempre tengo que reinstalar. Mas alla de una aplicacion se habia convertido en una herramienta.... Ahora desordena mi dia a dia. Hasta cuando piensan darle solucion. Actualizacion.. Pesimooo pesimooo pesimoooo desde el año pasado sigo con los mismos problemas asi me haya cambiado de celular increible... Pareciera que con esto obligaran a migrar.lamentable,
1421,"Desde la nueva actualización, quitaron la opción de recordar el número de la tarjeta. Sigue guardada mi sesión anterior y cuando quiero colocar mi nuevo número de tarjeta, tengo que hacer un proceso largo para poder ingresar y no aparece la opción de guardado. Cuando quiero apretar en mi perfil de la app, sale que se detuvo la aplicación. Realmente esta app tiene demasiadas fallas y no hay una solución.",
1422,"La aplicación no carga. Ni siquiera de forma lenta. Muchos días con el mismo problema. En la Banca por internet te piden la clave Token para completar una transacción, la misma clave que sólo aparece en la app que no carga. Una burla al usuario. Espero de corazón que otra entidad los hunda en poco tiempo, INEPTOS...",
1423,"Todos los días, sin fallar ninguno, sale el aviso de ""Ocurrió un problema!""...estamos trabajando para solucionarlo.....es una App poco estable. Encima si uno hace una operación por la web y pide el token digital...de donde lo obtenemos si la App no funciona?",
1424,"Muy buenas tardes, si en verdad que la anterior versión estaba mejor, es cierto que toda actualización es para mejorar, pero nada en el momento que más necesito usar la app no puedo, me dice danos unos minutos y nada de nada. Mejor es volver a la antigua versión .",
1425,"Tengo más de 30 días que no pueden solucionar el problema con la app que cuando ingreso me sale el mensaje ""Ocurrio un problema, nuestro equipo está trabajando para solucionarlo..."" La verdad llamado más de 20 veces a la central y me han dado una serie de cambios y al final sigue igual. Creo que deberían volver a la versión anterior. La verdad me voy a cambiar de banco porque todas mi transacciones y pagos los hago por este medio y más ahora por la pandemia...",
1426,"Ingreso después de 1 semana al app y veo nueva interfaz de acceso, algo que me causa desconfianza ya que ni en app store veo la actualización de las nuevas interfaces. Además que ya no colocan los 4 primeros dígitos de la tarjeta como lo hacían antes. Donde encuentro un manual actualizado??",
1427,"La nueva actualización es fatal, aveces me saca del aplicativo cuando trato de hacer una transferencia, el token digital me lo borro y no puedo vincularlo, su interfaz no me agrada y presentan más problemas de los que mencioné, pésimo.",
1428,"Hij0s de put4 estoy hasta los huevos de que cambien la interfaz de la aplicacion cuando se les antojen no pregunten y encima me desconfiguren todo , y cuando quiero volver a entrar, a pesar de que actualize mi correo e veces, me sigue saliendo el mismo correo antiguo, su area de desarrollo de app no saben lo que hacen",
1429,"Descargue su apk, tarde horas siguiendo los pasos, después que acabe supuestamente todo estaba listo, lo intente abrir, y salió que tenía q poner un código que lo enviarían a mi correo, fui a mi correo (por cierto no había nada) lo busque y lo busque (mejor dicho reenvié hasta q por fin se dignaron en enviar en código) y cuando lo pongo sale q es incorrecto, así estuve hasta q me dijeron que me hiban a bloquear, definitivamente su porquería no sirve para nada, hacen perder tiempo por las puras.",
1430,"Pago mis servicios con esta app, y debido a eso, no pude pagar una cuota que debía a enel, ya que, en esta app no me aparecía las cuotas completas que debía. Aparte de eso, me gustaría que se pudieran pagar los servicios las 24 horas al día, sumando a esto, que deberían agregar la opción poder hacer giros a nivel nacional a través de la app.",
1431,"Pésimo, se cuelga la aplicación, no puedo ver mi estado de Cta. Ni hacer transferencias y peor hacer pagos de servicios...para qué actualizan, bien estaba con la anterior aplicación, ahora mucha tontería, accedo y me dice que tienen unos problemas y que espere unos minutos y la misma tontería 😠",
1432,"Desastroza, es lo que puedo decir de la experiencia con esta actualizacion de la app. Es sorprendente como una entidad que maneja millones, no pueda dar la talla solucionando el problema. Si tienen que hacerla otra vez, pues háganla, pero no nos paseen con que tiene que reiniciar, o tiene que hacer tal o cual cosa.... nos piden que evitemos ir al banco, pero al final lo tenemos que hacer, porque no hay manera de que funcione la bendita app. Ojalá se pronuncie alguien del banco y se disculpen...",
1433,"Una vez más BCP decepcionando a sus clientes con este aplicativo tan pésimo. Si van actualizar un aplicativo debe ser para mejorar la experiencia del cliente / usuario y no por el contrario, este aplicativo es el peor de todos solo brinda una mala experiencia porque la mayor parte del tiempo no se puede ingresar y presenta problemas.",
1434,"Por favor retomen a la versión anterior no entiendo por que requiere que mi ""actualice mi sistema operativo"" si solo han mejorado la estética. Desde cuando sacrifican la funcionalidad y compatibilidad por la estética de un programa, llevo varios días a la espera.",
1435,"Que está pasando con la app de BCP que está fallando últimamente...ya no abre se cierra automáticamente. La he reinstalando y sigue igual...además llamé para que me den solución se dió al día siguiente pero vuelta sigue así. Hoy amaneció con la falla de no abrir...por favor denle solución a este problema lo más pronto posible, ya que estaba pensando que era mi equipo celular pero leyendo los comentarios veo que no es así.",
1436,"Pésima la nueva actualización, para hacer un pago me sale mil veces que ocurrió un problema, tengo que estar reiniciando y ni así carga, esta era la mejor app que tenia porque podía hacer mis pagos con mucha rapidez, ahora a duras penas funciona, espero solucionen eso rápido.",
1437,"Con esta nueva actualización sale error l momento hacer los pagos de mis créditos Bcp y luego reviso la cuenta y si se realizó el pago. Otro tema es que cuando quiero hacer pagos de otros bancos me sale primero la cuota de noviembre y luego la cuota de octubre, solo puedo pagar octubre si es que selecciono noviembre ... Y como voy a pagar de esa manera ... Yo solo quiero pagar octubre ... Deben de corregir eso ... Y agregen el menú que ayuda mucho",
